usdot_number,prefix,docket_number,legal_name,dba_name,city,state
3358574OOS,MC,1075109,BELL & CO LOGISTICS LLC,,MOUNT LAUREL,NJ
3865965,MC,,,,,
2957477,MC,2743,BELL FREIGHT SERVICES INC,,BRANCHVILLE,NJ
2725476OOS,MC,923857,BELL GLOBAL LOGISTICS LLC,,LINDEN,NJ
3101666,MC,78191,BELL HEATING & AIR CONDITIONING INCORPORATED,,FLEMINGTON,NJ
1493647,MC,561740,BELL LOGISTICS LLC,,RAHWAY,NJ
4178053,MC,,,,,
2142019,MC,824792,BELLA & GABIS TRUCKING LLC,,DOVER,NJ
,MC,1478790,BELLA BUS PARTY ENTERTAINMENT LLC,,KEARNY,NJ
4086316,MC,1555696,BELLA EXCAVATION LLC,,UNION CITY,NJ
3667052,MC,1316370,BELLA LIMOUSINE LLC,,BELLMAWR,NJ
,MC,533936,"BELLA LIMOUSINE, LLC",,BRIDGETON,NJ
2867853,MC,961034,BELLA LUZ TRUCKING LLC,,NEWARK,NJ
3444907,MC,1119839,BELLA SERVICES LLC,,NORTH BERGEN,NJ
2035245,MC,714439,BELLA TRANSPORT INC,,ELIZABETH,NJ
3165974,MC,114550,BELLA TRUCKING LLC,,WILLINGBORO,NJ
3254835,FF,31419,BELLA VISTA INDUSTRIES LLC,,EAST NEWARK,NJ
3018109,MC,32840,BELLA VISTA TRUCKING CORP,,CLIFTON,NJ
3540404,MC,1181850,BELLA VITA TRANSPORTATION  INC,,UNION CITY,NJ
3293484,MC,1043314,BELLA'S  TRUCKING LLC,,JACKSON,NJ
4196920,MC,1618352,BELLE GRACE LOGISTICS,,WILLINGBORO,NJ
2374590,MC,814987,BELLE MEAD TRANSPORT SOLUTIONS LLC,,BELLE MEAD,NJ
3857840,FF,53930,BELLEAA TRANSPORT LLC,,JERSEY CITY,NJ
3857840,MC,1408318,BELLEAA TRANSPORT LLC,,JERSEY CITY,NJ
1040564,MC,,,,,
2482127,,,,,,
3282219,MC,1037902,BELLO TRANSPORT CORP,,E RUTHERFORD,NJ
3192967,MC,137851,BELLO TRANSPORTATION LLC,,BRIDEGEWATER,NJ
2438566,MC,841093,BELLO TRUCKING CORP,,PASSAIC,NJ
2510451,MC,924540,BELLPORT TRUCKING LLC,,GARFIELD,NJ
,FF,3713,,,,
,MC,48135,BELMOUN TRUCKING LLC,,IRVINGTON,NJ
2872094OOS,MC,963218,BELO TRUCKING LLC,,NORTH BERGEN,NJ
,MC,671661,BELOKON TRANSIT LLC,,RAMSEY,NJ
3259391,MC,1027244,BELOVED LOGISTICS INC.,,KEARNY,NJ
2240539,MC,622679,"BELROD LOGISTICS, L",,,
3588832OOS,MC,1214847,BELTRAN TRUCKING LLC,,ELIZABETH,NJ
3559142OOS,MC,1194750,BELTRE TRANSPORT LLC,,PERTH AMBOY,NJ
3990055OOS,MC,1496580,BELTRE TRUCK SERVICES LLC,,PATERSON,NJ
3412955OOS,MC,1100968,BELTRE'S FLIGHT LLC,,PATERSON,NJ
2594069,MC,,,,,
1361482,MC,552315,BEN'S TOWING CORPORATION,BEN'S TOWING,ELIZABETH,NJ
,MC,225323,"BENBOW MOVING & STORAGE, INC.",,MATAWAN,NJ
3338929,MC,1065352,BENCHMARK SURFACES,,E RUTHERFORD,NJ
2911658,MC,981049,BENCO EXPRESS,RON BENSON,BYRAM TWP,NJ
1702592,MC,786921,BENE TRUCKING LLC,,ELMWOOD PK,NJ
2813422,MC,938072,BENEDICTO TRUCK LLC,,HALEDON,NJ
1871051,MC,675919,BENEDIT MARINE SERVICE LLC,BLUE LINE MARINE TRANSPORT,MONMOUTH BEACH,NJ
3636643,FF,49169,BENELDAN INC,QUALITY BUILDERS GROUP,PALISADES PK,NJ
4126178,MC,1579081,BENELIA WAREHOUSE LLC,,PATERSON,NJ
3954889OOS,MC,1473072,BENGAL LOGISTICS LLC,,CLIFTON,NJ
3826762,MC,1386725,BENGAL TRUCKING AND LOGISTICS LLC,,PATERSON,NJ
395139,MC,648774,BENHAM'S SERVICE & GARAGE INC,BENHAM'S GARAGE,BERKELEY HEIGHTS,NJ
3670451OOS,MC,1272547,BENICIO TRANSPORT LLC,,SOUTH RIVER,NJ
3527705OOS,MC,1173247,BENIK CARRIERS LLC,,BURLINGTON,NJ
3382610,MC,1085910,BENITEZ & SON TRUCKING LLC,,ELIZABETH,NJ
3769515,MC,1345064,BENITEZ EXPRESS LLC,,PERTH AMBOY,NJ
2472230,MC,76176,BENITEZ TRANSIT LLC,,SOMERSET,NJ
3666608,MC,1269782,BENITEZ TRANSPORT,,NORTH BERGEN,NJ
3010506,MC,28840,BENITEZ TRANSPORTATION LLC,BENITEZ TRANSPORTATION LLC,PERTH AMBOY,NJ
,FF,20117,BENITEZ TRANSPORTATION LLC,BENITEZ TRANSPORTATION LLC,PERTH AMBOY,NJ
3229403,MC,1012181,BENITEZ TRUCK LLC,,HACKENSACK,NJ
2592670,MC,913739,BENITEZ TRUCKING LLC,,NORTH BERGEN,NJ
2827843,MC,944280,BENJAMIN CRUZ,B & C TRANSPORT,SUMMIT,NJ
155337,MC,143603,"BENJAMIN DIMEDIO,JR.",FREIGHT CONSULTANTS COMPANY,CAMDEN,NJ
4132513,MC,1582746,BENJAMIN DRIVE LOGISTICS LLC,,RAHWAY,NJ
533457,MC,167056,BENJAMIN F. RITTMAYER,RITTMAYER TOURS,CHERRY HILL,NJ
3346345,MC,1069005,BENJAMIN FREIGHT OPERATIONS LLC,,EDISON,NJ
515880,MC,220050,BENJAMIN J. MADARA,B. J. MADARA TRUCKING,MARMORA,NJ
1393572OOS,MC,539719,BENJAMIN KOREN,BENJAMIN MOVING & STORAGE,HACKENSACK,NJ
832028,MC,368583,BENJAMIN L. SALVADOR,CAROLINA'S TRANSPORTATION,LONE BRANCH,NJ
538873,MC,269221,BENJAMIN MAZER TRUCKING INC.,,HACKENSACK,NJ
1792975,MC,652702,BENJAMIN MCCLELLAN,POPPY TRANSPORT,NEWARK,NJ
39838,MC,336266,BENJAMIN MOORE & CO.,,MONTVALE,NJ
1712309,MC,907821,BENJAMIN STEPHENSON,B.S.I. RACING,UNION,
4138014,MC,1585942,BENJAMINROSE LLC,,NEWARK,NJ
3652828,MC,1259741,BENJAMINS TRANSPORTATION INC,,NEWARK,NJ
3641645,MC,1251613,BENJI BRAND TRANSPORT LLC,,EWING,NJ
4182691,MC,1610668,BENJI TRUCKING LLC,,VINELAND,NJ
3752345,MC,1332550,BENJIS DAD TRANSPORTION LLC,,IRVINGTON,NJ
,MC,252728,"BENJO BUS COMPANY, INC.",,BAYONNE,NJ
3955125,MC,1473248,BENKAT TRUCKING LLC,,ORANGE,NJ
,MC,755830,BENKIS TRUCKING LLC,,BAYONNE,NJ
889704,MC,851391,BENLYN TRUCKING INC,,GARFIELD,NJ
2155769,MC,749393,BENNETT & SON LLC,,LUMBERTON,NJ
85943,MC,1111176,BENNETT HEAT TREATING & BRAZING CO INC,,NEWARK,NJ
951532,MC,454945,BENNETT KAY GARAGE  INC.,,PARAMUS,NJ
3682176,MC,1281234,BENNETT LEGACY LOGISTICS LLC,,HILLSIDE,NJ
2409195,MC,829013,BENNETT LOGISTICS LLC,,CREAM RIDGE,NJ
4074439,MC,,,,,
3321514,MC,1056988,BENNU TRANSPORTATION INC,,COLLINGSWOOD,NJ
3750480,MC,1331702,BENNYDELIVERIES,,NEW BRUNSWICK,NJ
3094789,MC,73998,BENQ LOGISTIC TRUCKING CORP,,PATERSON,NJ
3145108,MC,101697,BENROY TRANSPORT LLC,,WEST NEW YORK,NJ
3819266,MC,,,,,
3750378OOS,MC,1331715,BENUE MOTORS INTERNATIONAL LLP,,NEWARK,NJ
3604525OOS,MC,1225536,BENVIN HAULAGE AND INTERNATIONAL LOGISTICS LLC,,NEWARK,NJ
3769404,MC,1344979,BENZO TRASNSPORT LLC,,PENNSAUKEN,NJ
3177177,MC,1042353,BENZO XPRESS LLC,,SOMERSET,NJ
2566686,MC,,,,,
3995063,MC,1499858,BERGEN AUTO TRANSPORT LLC,,MANALAPAN,NJ
2570528OOS,MC,898199,BERGEN BLACK LLC,,ELIZABETH,NJ
564178,MC,882767,BERGEN BROOKSIDE TOWING CORP,,HACKENSACK,NJ
506387,MC,259095,BERGEN LINE VAN INC.,,UNION CITY,NJ
,MC,996829,BERGEN LINEN LLC,,HACKENSACK,NJ
2045240OOS,MC,773976,BERGEN PRIVATE LIMO INC,,FAIR LAWN,NJ
,FF,51173,BERGEN TRANSPORT LOGISTICS GROUP LLC,,HACKENSACK,NJ
3009133OOS,MC,38433,BERGEN TRUCKING LLC,,TETERBORO,NJ
3061254,MC,55376,BERGEN VAN LINES INCORPORATED,,FAIR LAWN,NJ
,MC,1385400,BERGEN WATER SOFTENING LLC,PASSAIC BERGEN WATER SOFTENING,WAYNE,NJ
86473,MC,126,,,,
1571544,,,,,,
3498592OOS,MC,1153957,BERLINETA TRANSPORTATION LLC,,BRIDGEWATER,NJ
3814170,MC,1377661,BERMUDA LOGISTICS INC,,BEDMINSTER,NJ
3057406,MC,53256,BERMUDA TRANSPORT INC,BERMUDA TRANSPORT INC,JERSEY CITY,NJ
3678988,MC,1285030,BERMUDES LOGISTICS LLC,,HARRISON,NJ
3957158,,,,,,
2990368,,,,,,
668374,MC,338972,"BERNHARDT LIMOUSINES UNLIMITED, INC.",,VINELAND,NJ
748785,MC,915367,BERNHARDT MOVING INC,,WESTWOOD,NJ
2425754OOS,MC,835839,BERNIE'S TOWING INC,,SOUTH PLAINFIELD,NJ
1866766,MC,816174,BERNIES AUTO REPAIR LLC,,BLACKWOOD,NJ
,MC,76015,,,,
3916359,MC,1447242,BERROSPI L&M LLC,,SECAUCUS,NJ
2951415,MC,999381,BERRY GOOD TRUCKING LLC,,JERSEY CITY,NJ
,FF,17503,BERRY GOOD TRUCKING LLC,,JERSEY CITY,NJ
3433787,MC,1113304,BERRY RODGERS EXPRESS TRANSPORTATION,,CAMDEN,NJ
3617641OOS,MC,1234537,,,,
1740918,MC,984614,BES TRANSPORT LLC,,JERSEY CITY,NJ
1751369,MC,640991,BESA ATLANTIC FREIGHT INC,,KEARNY,NJ
3018153,MC,32856,BESABETH TOURS LLC,,SOUTH PLAINFIELD,NJ
1562230,MC,624220,BESCA TRUCKING LLC,,NORTH BERGEN,NJ
1285200,MC,,,,,
4135703,MC,1621194,BEST AVAILABLE INC,,RUTHERFORD,NJ
4093391,MC,1559870,BEST BET TOWING,,TOMS RIVER,NJ
,MC,1086,"BEST BROS., INC.",,NEWARK,NJ
3384286,MC,1086681,BEST BUY AREA RUGS,NJ ESSENTIAL MOVERS,PISCATAWAY,NJ
,MC,106386,BEST DEAL APPLIANCE & FURNITURE LLC,,PATERSON,NJ
1444917OOS,MC,546111,BEST DEAL MOVERS INC,,UNION CITY,NJ
3089824,MC,71340,BEST DEAL TRUCKING LIMITED PARTNERSHIP,,HACKENSACK,NJ
1535065,MC,571640,BEST DELIVERIES LTD,,PARAMUS,NJ
2896609,MC,973569,,,,
2334359,MC,797029,BEST IN GEAR TRANSPORTATION LLC,,PISCATAWAY,NJ
2189300,MC,793913,BEST IN TOWN MOVING LLC,,CLIFTON,NJ
3452385,MC,1124354,BEST IN TOWN SERVICES CORP,,HAMILTON,NJ
2818941,MC,939833,BEST INSTRUMENT RENTAL SERVICE INC,,UNION CITY,NJ
3297601OOS,MC,1045338,BEST JERSEY CONSTRUCTION CORP,,PLAINFIELD,NJ
671052,MC,313675,BEST KEYMAN CORP.,,NEWARK,NJ
,MC,919245,BEST LOGISTICS INC,,JERSEY CITY,NJ
,MC,146344,"BEST MESSENGER SERVICE, INC.",,PATERSON,NJ
2535776,MC,881731,BEST MILE TRANSPORT LLC,,MAYWOOD,NJ
3122594,MC,88801,BEST MOBILE REFRIGERATION LLC,,GARFIELD,NJ
4046700,MC,1532536,BEST MOVE VAN LINE MOVING SPECIALESTS LLC,,PATERSON,NJ
2859129,MC,998398,"BEST MOVERS NJ, INC.",,MARLBORO,NJ
3065783,MC,75202,BEST MOVING SERVICE LLC,,PISCATAWAY,NJ
4017201,MC,1528994,BEST OPTION TRANSPORTATION LLC,,CLEMENTON,NJ
3020530,MC,,,,,
,FF,59727,BEST RATE FREIGHT LLC,BRF,PATERSON,NJ
2223598,MC,328416,BEST RATE FREIGHT SYSTEMS INC.,,LODI,NJ
3698089OOS,MC,1292844,BEST RATE MOVING LLC,,NORTH BERGEN,NJ
2244988,MC,687674,BEST RATES BROKERAGE LLC,,NEWARK,NJ
692239,MC,403421,BEST SHIPPING EVER INC.,,HACKENSACK,NJ
,FF,12501,"BEST SHIPPING EVER, INC.",,CARLSTADT,NJ
1828363,MC,684607,BEST SHUTTLE SERVICES LLC,,PATERSON,NJ
3349356,MC,1070516,BEST STONE AND KITCHEN INC,,NEW BRUNSWICK,NJ
2993004,MC,19985,BEST TILE & WOOD LL INC,,FLEMINGTON,NJ
3239885,MC,1017400,BEST TOURS USA LLC,EZRA TOURS,MARLBORO,NJ
514160,MC,261572,BEST TRANSIT CORP.,,CLOSTER,NJ
514003,,,,,,
,FF,51337,BEST TRUCKING SERVICE INC,,CLIFFSIDE PK,NJ
3737565,MC,1332690,"BEST TRUCKING SERVICE, INC",,FORT LEE,NJ
3811970,MC,1376072,BEST TRUCKING USA INC,,ROBBINSVILLE,NJ
85969,MC,70404,"BEST TRUCKING, INC.",,HACKENSACK,NJ
856730,MC,379640,"BEST TRUKIN, INC.",,LITTLE SILVER,NJ
,FF,35766,BEST US MOVING INC,,SOUTH AMBOY,NJ
4054965,MC,1537375,BEST VENTURES ADVANCE LLC,,WILLINGBORO,NJ
,FF,739,BEST WAY FORWARDING COMPANY,,ELIZABETH,NJ
3706193,MC,1298847,BEST WAY FREIGHT INC,,DELRAN,NJ
2348620,MC,803809,"BEST WAY MOVERS, LLC.",,MILLSTONE TOWNSHIP,NJ
1869936,MC,684154,BEST WAY TRANSPORT LLC,,WEST NEW YORK,NJ
3835546OOS,MC,1392928,BEST WAY TRANSPORT SERVICES,,HILLSIDE,NJ
3724256,MC,1312127,BEST WAY TRANSPORTATION SERVICE INC,,HOLMDEL,NJ
2228987,MC,427769,BEST WAY USA INC,BEST WAY USA LOGISTICS,FAIR LAWN,NJ
965603,,,,,,
3343988OOS,MC,1067824,BESTWAY LOGISTIC SOLUTIONS LLC,,ELIZABETH,NJ
301162,MC,201792,"BESTWAY TRUCKING SERVICE, INC.",,FAIRFIELD,NJ
1915975,MC,686359,BESTWAY TRUCKING USA LLC,,KEARNY,NJ
,MC,1024746,BESTWAY VENDING,,JERSEY CITY,NJ
1092752,MC,452241,,,,
2118997OOS,MC,738554,BETA LOGISTICS LLC,,LINDEN,NJ
2272281OOS,MC,776014,BETA TRANSPORT & LOGISTICS INC,,KEARNY,NJ
3622227,MC,1237748,BETA-MIX GLOBAL LLC,,NEWARK,NJ
3265451,MC,1030048,BETANCES TRUCKING LLC,,ELMWOOD PARK,NJ
1035297,MC,434345,"BETANCOURT TRUCKING, LLC",,ELIZABETH,NJ
3270416,MC,1032353,BETEENI TRUCKING LLC,,WOODLAND PARK,NJ
3714837,MC,1305201,BETFRED TRANPORTATION LLC,,ELIZABETH,NJ
,FF,50843,BETFRED TRANPORTATION LLC,BETFRED TRANSPORTATION,ELIZABETH,NJ
3891656OOS,MC,1430939,BETFRED TRUCKING LLC,,PHILLIPSBURG,NJ
3527561,MC,1173139,BETH ESSENTIALS LLC,,CARTERET,NJ
3478648,MC,1140903,BETHANIS TRUCKING LLC,,BARNEGAT,NJ
2821154,MC,942637,BETHANY XPRESS LLC,,HACKENSACK,NJ
2821154,MC,942636,BETHANY XPRESS LLC,,HACKENSACK,NJ
3126000,MC,90543,BETHEL EXPRESS CORP,,BELLEVILLE,NJ
,MC,216885,,,,
3599842,MC,1222332,BETO TRANSPORT LLC,,MAPLE SHADE,NJ
3570499OOS,MC,1202552,BETO TURCIOS TRUCKING LLC,,NORTH BERGEN,NJ
3804193,MC,1370394,BETSEY ROSS TRUCKING LLC,,MOUNT LAUREL,NJ
3960249,MC,1476648,BETSY ROSS TRUCKING LLC,,MOUNT LAUREL,NJ
2231876,MC,,,,,
3935820,MC,1460165,BETTER DAY ENTERPRISE LLC,,NEWARK,NJ
3700036,MC,1294248,BETTER DAY FLEETS LLC,,SOMERSET,NJ
3134640,MC,95192,BETTER DAYZ AHEAD LLC,,NEWARK,NJ
3874498,MC,1419544,BETTER DISPATCHING LLC,,FORT LEE,NJ
3308044,MC,1050323,BETTER EQUIPMENT AND SOLUTIONS TODAY,BEAST EQUIPMENT,RED BANK,NJ
2244856,MC,685583,BETTER FR8 LLC,,PLAINFIELD,NJ
1915071,MC,686118,BETTER FREIGHT TRANSPORATION LLC,,PLAINFIELD,NJ
2979538OOS,MC,13517,BETTER FUTURE TRUCKING LLC,,ROCKAWAY,NJ
4054631,MC,1554095,BETTER PACKING 2 GO LLC,,WEST ORANGE,NJ
3492910,MC,1150205,BETTER SERVICE TRANSPORT CORP,,PATERSON,NJ
,FF,48104,BETTER SUCCESSOR LOGISTICS,,WEST DEPTFORD,NJ
3612699,MC,1231110,BETTER SUCCESSOR LOGISTICS,,WEST DEPTFORD,NJ
4114998,MC,1572586,BETTER TOWING LLC,,PARSIPPANY,NJ
,MC,1283135,BETTER TRANSPORT INC,,FORDS,NJ
3519275,MC,1167544,BETTER TRUCKING LLC,,ROSELLE,NJ
2273490OOS,MC,776468,BETTER WHEELS INCORPORATED,UNITED STATES EXPRESS,PASSAIC,NJ
3259715OOS,MC,1027407,BETTIE'S WAY EXPRESS,,BRIDGETON,NJ
1859478,MC,672771,BETTIMANI TRUCKING LLC,,NEPTUNE,NJ
4041772,MC,1529611,BETTONI LOGISTICS LLC,,NEW BRUNSWICK,NJ
3905334,MC,1439966,BETTY & LOIS LOGISTICS LIMITED LIABILITY PARTNERSHIP,,STEWARTSVILLE,NJ
2247051,MC,718115,BETTY DADONKIN,TRANSBOND,COLONIA,NJ
1890590,MC,680753,BETTY TRANSPORTATION SERVICES LLC,BTS,EDISON,NJ
3990254,MC,1496712,BETWEEN THE LINES LOGISTICS,,HACKENSACK,NJ
3888086,MC,1428576,BETWEEN TRANSIT LLC,,BRIDGEWATER,NJ
4132999,,,,,,
291535,MC,185856,"BEX, INC.",,PASSAIC,NJ
2127245,MC,742409,BEYOND AUTO TRANSPORT LLC,,BELLEVILLE,NJ
3812407,MC,1376383,BEYOND EXPRESS TRANSPORT LLC,,EAST WINDSOR,NJ
1148805,MC,464220,BEYOND IMAGINATION INC,SCALIA & ROMANO TRANSPORT,CRANFORD,NJ
2234080,MC,520840,BEYOND IMAGINATION INC.,,WEST ORANGE,NJ
3801542,MC,1368519,BEYOND MOVING LLC,,CLIFTON,NJ
3745002,MC,1327155,BEYOND POINT LLC,,CLIFTON,NJ
2525128OOS,MC,919329,BEYOND TRANSPORT LLC,,PARLIN,NJ
3748535,MC,1329743,BEYOND TRANSPORTATION LLC,,ELIZABETHPORT,NJ
2098027OOS,MC,731836,BEZAN LLC,,ELMWOOD PARK,NJ
3067728OOS,MC,74689,BF EXPRESS LLC,,JERSEY CITY,NJ
3647038,MC,1255629,BF FREIGHT BROKER LLC,,VOORHEES,NJ
2996984,MC,1047889,BF FREIGHT CORPORATION,,SAYREVILLE,NJ
2541668,MC,884371,BF HAULING LLC,,SALEM,NJ
1044619,MC,,,,,
,MC,822284,BFF TRANSPORT LLC,,LINDENWOLD,NJ
3075166,MC,63453,BFM LOGISTICS CORP,,PLAINFIELD,NJ
4060064,MC,1540354,BFO LOGISTICS LLC,,LODI,NJ
3358572,MC,1075107,BFR TRANSPORTATION LLC,,EAST ORANGE,NJ
2959233,MC,3682,BFS TOWING AND TRANSPORT LLC,,MATAWAN,NJ
3193728,MC,138862,BFW TRUCKING LLC,,WILLIAMSTOWN,NJ
2534587,MC,881179,BFY QUICK RELEASE TRANSPORT LLC,,EWING,NJ
3540266,MC,,,,,
3693291,MC,1289326,BG FREIGHT LLC,,WILLINGBORO,NJ
3139640,MC,98262,BG LOGISTICS LLC,,DUMONT,NJ
3139640,MC,1103158,"BG LOGISTICS, LLC",,DUMONT,NJ
3870773,MC,1539579,BG MOVING INC,,FAIR LAWN,NJ
2431728,MC,867961,,,,
4169408,MC,1603444,BGG TRANSPORT LLC,,WAYNE,NJ
3360133,MC,1075894,BGLG TRANSPORT LLC,,NEWARK,NJ
3867438,FF,54148,BH 26 PRODUCE LLC,NA,PATERSON,NJ
3395297,MC,1091929,BH BRIGHTVIEW GREENTREE LLC,BRIGHTVIEW GREENTREE,MARLTON,NJ
1183257OOS,MC,471264,BHANDAL CARRIER INC.,BHANDAL CARRIER,CARTERET,NJ
2583160,MC,904756,BHANGU BROTHERS INC,,BRANCHVILLE,NJ
2494772,MC,877371,BHBUYERS LLC,,NEWARK,NJ
3760635,MC,1338659,BHD TRANSPORT INC,,DAYTON,NJ
3666943,MC,,,,,
,MC,46080,BHT LOGISTICS INC,BHT LOGISTICS INC,PASSAIC,NJ
4042381,MC,1529971,BHT TRANSPORT LLC,,MAYS LANDING,NJ
4024783,MC,1519026,BHULLAR LOGISTICS LLC,,HI-NELLA,NJ
2583999,MC,905224,BHULLAR TRANSPORT CARRIERS LLC,,BORDENTOWN,NJ
2982204,MC,14818,BHULLAR TRUCKING LLC,,WOODBRIDGE,NJ
1551452OOS,MC,756407,BHUPINDER KUMAR,B K TRUCKING,JERSEY CITY,NJ
3068894,MC,59832,BHY TRANSPORT INC,,LAKEWOOD,NJ
3244286,MC,1019606,BHY TRANSPORTATION LLC,,LAKEWOOD,NJ
55205,MC,70198,"BI-STATE CARRIERS, INC.",,HACKENSACK,NJ
55206,MC,136148,"BI-STATE WAREHOUSE CO.,INC.",,WHIPPANY,NJ
1965178,MC,696289,BIANCAV LLC,MERRILLS TOWING AND AUTO BODY,BORDENTOWN,NJ
774963,MC,431356,"BIANCELLA ENTERPRISES, INC.",BOB PLAZA MOVERS,BRICK,NJ
291022,MC,185016,"BIANCO BROTHERS, INC.",,BRIDGETON,NJ
2609392,MC,1051663,BIASI ENTERPRISES,,SUSSEX,NJ
2940985,,,,,,
,MC,11628,BIEL'S AUTO TRUCKING CO. INC.,,BAYONNE,NJ
3711992,MC,1303053,BIEN AIMETRANSPORTATION LLC,,TOMS RIVER,NJ
2066803,MC,722722,BIENKO ENTERPRISES LLC,COLLEGE HUNKS HAULING JUNK,MONTVILLE,NJ
2972026,MC,167800,"BIG ""A"" BUS CO., INC.",,IRVINGTON,NJ
3100862,MC,79101,BIG A TRUCKING LLC,,CLIFTON,NJ
3786210,MC,1357213,BIG A TRUCKING SERVICES LLC,,MORRIS PLAINS,NJ
1786240,MC,968628,BIG AL'S AUTOMOTIVE LLC,,BRIDGETON,NJ
3498140,MC,1153636,BIG AL'S TRUCKING LLC,,DOVER,NJ
2184949,MC,758754,BIG ALFUD TRUCKING LLC,,EDISON,NJ
2351112,MC,818665,BIG AND LITTLE CONSTRUCTION CORP,,ELIZABETH,NJ
2634972,MC,917490,BIG APPLE EXPRESS INC,,EDISON,NJ
3084401,MC,68495,BIG APPLE LOGISTICS LLC,,MANCHESTER,NJ
3331288,MC,1379367,BIG APPLE REPAIR & TOWING,,MORRISTOWN,NJ
1003056,MC,426846,BIG APPLE TRANSPORT INC.,,NEWARK,NJ
1883109,MC,679401,BIG APPLE TRUCKING CO.,,NEWARK,NJ
2910414,MC,980409,BIG BALLIN HAULIN LLC,,KINNELON,NJ
3004770,MC,25972,BIG BANG TRANSPORTATION LLC,,FLORHAM PARK,NJ
1693203,,,,,,
4130613,MC,1581645,BIG BECK TRANSPORT INC,,WEST ORANGE,NJ
4147893,MC,1591717,BIG BELL'S TRUCKING LLC,,NEWARK,NJ
3127543,MC,91323,BIG BEN HAULING LLC,,LYNDHURST,NJ
3478401,MC,1140735,BIG BEN TOWING INC,BIG BEN TOURS,SUMMIT,NJ
1658636,MC,610103,BIG BLUE TRANSPORTATION LLC,,OLD BRIDGE,NJ
2289273,MC,781822,BIG BLUE TRUCKING LLC,C & M ASPHALT MAINTENANCE,TOMS RIVER,NJ
3143794,MC,100966,BIG BOSS TRANSPORT INC,,WESTAMPTON,NJ
3296875,MC,1044981,BIG BOSS TRANSPORTATION LLC,,LINDEN,NJ
2509935,MC,870446,BIG BOSS TRUCKING LLC,,BELLEVILLE,NJ
3364340,MC,1077897,BIG BOSS TRUCKING LLC,,BURLINGTON,NJ
1739854,MC,637224,BIG BOY CENTRAL TRUCKING LLC,,ELIZABETH,NJ
3986223,MC,1494074,BIG BOY LOGISTICS LLC,,GARFIELD,NJ
291579,MC,187919,BIG BOY MOTORCOACH CORPORATION,,UNION,NJ
4027002,MC,1536781,BIG BOYS MOVING LLC,,PATERSON,NJ
3472064,MC,1136731,BIG BOYS TRUCKING LLC,,LODI,NJ
3548499,MC,1187524,BIG BROS TRANSPORTATION LLC,,PATERSON,NJ
2378998,MC,815020,BIG BROTHERS BROKERAGE LLC,,LINDEN,NJ
3695236,MC,1290730,BIG BRUNO EXPRESS LLC,,PATERSON,NJ
3358559,MC,1075099,BIG BRUNO TRANSPORTATION CORP,,WOODLAND PARK,NJ
4221852,MC,1631966,BIG BUCKS TRUCKING,,NEWARK,NJ
3308040,MC,1050322,BIG BUMA TRUCKING LLC,,HACKENSACK,NJ
3127023,MC,91059,BIG BYRD TRANSPORT LLC,,ELIZABETH,NJ
1687203,MC,619761,BIG CANOE RELOCATION INC,,BAYONNE,NJ
1723924,MC,631820,BIG CAT EXPRESS INC,,NEWARK,NJ
4192169,MC,1615817,BIG CHIEF HAULERS LLC,,LAKEWOOD,NJ
3854603,MC,1406102,BIG CHIEF MOVERS LLC,,LAKEWOOD,NJ
3786711,MC,1357585,BIG CITY TRANSPORT LLC,,PATERSON,NJ
4070242,MC,1546168,BIG COUNTRY TRUCKING LLC,,TINTON FALLS,NJ
3933706,MC,1486440,BIG CROWN LLC,,NEWARK,NJ
4227513,MC,1635020,BIG D'S VENTURES ON THE GO LLC,,PISCATAWAY,NJ
1366681,MC,522984,BIG DADDY DRAYAGE INC.,,NEWARK,NJ
3792573,MC,1361892,BIG DADDY TRANSPORTATION LLC,,FRANKLIN LKS,NJ
3794353,MC,1363252,BIG DAWG TRUCKING LLC,,MAYWOOD,NJ
4146047,MC,1590635,BIG DAWGS LOGISTICS LLC,,MOUNT LAUREL,NJ
3842879,MC,1398114,BIG DUMMY HAULING LLC,,OXFORD,NJ
526724,MC,265287,"BIG E & SON TRANSPORT, INC.",,WANAQUE,NJ
3616920,MC,1234052,BIG E TRANSPORT SERVICES,,PLAINFIELD,NJ
1019457,MC,441229,BIG EAST TRANSPORT INC,,MORRISTOWN,NJ
2220682,MC,,,,,
4113571,MC,1571696,BIG F TRANSPORT LLC,,MARLTON,NJ
2019047OOS,MC,710542,BIG FATHER TRUCKING CORPORATION,,PATERSON,NJ
2178179,MC,756399,BIG FIELD TRUCKING LLC,,EAST NEWARK,NJ
3378433,MC,1083954,BIG FIVE TRANSPORT LLC,,NEWARK,NJ
1738760,MC,636807,BIG FRANKS TRANSPORT LLC,,HAZLET,NJ
2358159,MC,807903,BIG G MOVERS INC,,METUCHEN,NJ
2969260OOS,MC,9170,BIG GUYS MOVING LLC,,WARETOWN,NJ
1694185OOS,MC,655461,BIG H TRUCKING LLC,,ELIZABETH,NJ
3719336OOS,MC,1308510,BIG HANKS LOGISTICS LLC,,PENNS GROVE,NJ
3295771,MC,1044420,BIG INDIE CHEMICAL HEARTS INC,BIG INDIE CHEMICAL HEARTS INC,HARRISON,NJ
3739463,MC,1323159,BIG IRON FLEET LLC,,NEWARK,NJ
4034436OOS,MC,1525086,BIG J & M UNLIMITED,,PATERSON,NJ
